,level_0,index,Season,Player,Player ranked,Pos,Pos ranked,Team,Team ranked,G,G ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST/TOV,AST/TOV ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA,%FGA ranked,%3PA,%3PA ranked,std_areas_FGA,std_areas_FGA ranked
115,115,436,2024,Jaden McDaniels,5,SF,5,MIN,5,70.0,5,69.0,3,4.3,8,8.8,8,3.5,8,0.332,8,5.2,7,0.597,2,0.557,5,0.8,10,1.1,10,0.727,9,0.8,6,2.4,9,3.2,9,1.2,9,1.4,10,0.9,5,0.6,4,1.2,8,3.1,1,10.6,9,9.6,10,0.571,7,0.402,6,0.125,9,3.6,5,9.5,10,6.7,9,6.8,10,1.6,4,1.8,4,11.5,5,15.9,9,0.2,9,3.0,2,3.2,7,0.074,7,-3.3,10,0.8,3,-2.5,9,-0.2,9,13.5,7,0.221,5,0.236,4,0.109,4,0.031,7,9.1,2,60.699999999999996,1,24.2,1
116,116,444,2024,De'Anthony Melton,5,SG,5,PHI,5,37.0,10,33.0,9,3.7,9,9.6,7,5.7,4,0.358,6,3.9,9,0.428,10,0.493,10,1.8,7,2.1,7,0.835,4,0.8,6,3.0,7,3.8,7,2.8,2,3.1,6,1.6,1,0.4,7,1.1,9,2.2,5,11.3,8,13.4,7,0.533,10,0.594,2,0.221,6,3.2,6,13.3,6,8.1,7,15.3,6,2.9,1,1.4,6,9.1,8,18.4,7,0.7,9,1.3,8,2.0,9,0.093,6,-0.7,8,1.1,2,0.4,5,0.6,7,17.6,2,0.182,7,0.151,8,0.031,9,0.042,6,2.8000000000000003,6,17.9,6,7.1,6
117,117,453,2024,Khris Middleton,5,SF,5,MIL,5,53.0,9,53.0,6,5.7,5,11.7,5,4.5,6,0.382,4,7.1,6,0.562,4,0.566,4,1.8,7,2.1,7,0.83,4,0.7,7,3.9,5,4.7,5,2.3,4,5.3,2,0.9,5,0.3,8,2.3,3,2.6,3,15.0,6,16.9,4,0.594,5,0.39,6,0.181,8,3.4,6,17.1,4,10.4,4,28.6,2,1.7,3,0.9,8,15.3,1,24.0,4,1.7,6,1.4,8,3.1,7,0.103,5,1.1,4,0.0,5,1.0,4,1.1,5,16.8,3,0.1,10,0.152,8,0.188,1,0.17,1,0.5,9,19.1,6,7.6,6
118,118,455,2024,Brandon Miller,5,SF,5,CHO,5,73.0,4,67.0,4,6.5,4,14.7,4,6.7,3,0.374,5,8.0,4,0.495,9,0.525,8,1.9,6,2.3,6,0.825,4,0.8,6,3.5,6,4.3,6,1.3,9,2.4,7,0.9,5,0.6,4,1.8,4,2.5,3,17.4,4,13.1,8,0.552,8,0.455,4,0.159,8,2.9,7,13.1,7,7.9,7,11.7,7,1.4,6,1.7,5,10.2,7,24.1,4,-0.6,10,1.2,8,0.6,10,0.012,10,-0.9,8,-1.6,10,-2.6,10,-0.3,10,16.7,3,0.141,9,0.169,7,0.162,2,0.073,4,3.8,5,18.2,6,7.2,6
119,119,469,2024,Donovan Mitchell,5,SG,5,CLE,5,54.0,9,54.0,6,9.1,1,19.7,1,9.0,1,0.368,5,10.7,3,0.542,5,0.546,6,5.0,1,5.8,1,0.863,2,0.8,6,4.3,4,5.1,5,2.2,4,6.1,2,1.8,1,0.6,4,2.8,1,2.1,6,26.5,1,22.0,1,0.596,5,0.456,4,0.295,4,2.9,7,14.6,5,8.9,6,28.5,2,2.6,1,1.4,6,11.3,6,31.7,1,3.2,3,2.8,3,6.0,3,0.15,2,4.6,1,1.2,2,5.8,1,3.8,1,16.4,3,0.21,6,0.138,9,0.096,5,0.1,2,2.0,7,4.5,10,1.8,10
120,120,470,2024,Evan Mobley,5,PF,5,CLE,5,48.0,9,48.0,7,6.4,4,11.1,6,1.2,10,0.386,4,9.9,3,0.604,2,0.602,2,2.5,5,3.5,4,0.713,9,2.2,2,7.3,1,9.5,1,1.7,7,3.2,6,0.9,5,1.5,1,1.9,4,2.7,2,15.8,5,20.2,2,0.627,2,0.107,10,0.314,3,9.1,2,28.4,1,18.9,1,15.9,5,1.5,5,4.3,1,12.8,3,21.0,5,2.4,5,2.7,3,5.1,4,0.166,2,0.9,4,2.1,1,3.0,2,1.9,3,6.6,10,0.459,1,0.34,1,0.066,7,0.028,7,23.7,1,42.1,2,16.8,2
121,121,472,2024,Malik Monk,5,SG,5,SAC,5,72.0,4,0.0,10,5.5,5,12.4,5,5.9,3,0.35,7,6.5,6,0.528,6,0.526,8,2.4,5,2.8,5,0.829,4,0.4,9,2.6,9,2.9,9,2.4,3,5.1,3,0.6,9,0.5,6,2.1,3,2.2,5,15.4,5,15.9,5,0.564,7,0.474,4,0.23,6,1.7,9,12.2,8,6.8,8,28.9,2,1.2,8,1.9,4,13.2,3,26.0,3,1.6,6,1.6,6,3.3,7,0.083,7,1.5,4,-1.0,8,0.4,5,1.1,5,16.2,4,0.169,8,0.189,6,0.108,4,0.06,5,4.9,4,13.200000000000001,8,5.2,8
122,122,486,2024,Trey Murphy III,5,SF,5,NOP,5,54.0,9,21.0,10,4.7,7,10.9,6,7.7,2,0.368,5,3.1,10,0.604,2,0.567,4,2.1,6,2.6,6,0.809,5,0.8,6,4.1,5,4.9,5,3.5,1,2.1,8,0.9,5,0.5,6,0.6,10,1.2,10,14.4,6,16.1,5,0.601,4,0.712,1,0.24,5,3.1,6,16.3,4,9.8,5,10.2,8,1.5,5,1.7,5,4.6,10,18.9,7,2.8,4,2.1,5,4.8,4,0.148,2,2.3,3,0.0,5,2.3,3,1.7,4,20.1,1,0.147,8,0.097,10,0.029,9,0.015,9,7.000000000000001,3,21.099999999999998,5,8.4,5
123,123,487,2024,Dejounte Murray,5,SG,5,ATL,5,76.0,2,76.0,1,8.6,2,18.8,1,7.2,2,0.361,6,11.6,2,0.516,7,0.526,8,2.7,4,3.4,4,0.8,6,0.8,6,4.6,4,5.4,4,2.5,3,6.5,1,1.4,1,0.3,8,2.6,2,1.8,8,22.5,2,17.8,3,0.554,8,0.381,6,0.178,8,2.5,8,15.7,5,8.8,6,28.0,2,2.0,2,0.8,8,11.2,6,26.9,2,2.9,4,1.6,6,4.6,4,0.081,7,2.4,3,-0.6,7,1.8,3,2.6,3,14.9,5,0.171,7,0.191,6,0.178,1,0.078,4,1.0,8,22.2,5,8.8,5
124,124,488,2024,Jamal Murray,5,PG,5,DEN,5,57.0,8,57.0,5,7.9,2,16.6,2,5.7,4,0.424,1,10.9,2,0.507,8,0.551,6,2.6,4,3.1,5,0.848,3,0.7,7,3.4,6,4.1,7,3.1,2,6.6,1,1.0,4,0.7,3,2.1,3,1.8,8,20.9,3,20.4,2,0.583,6,0.341,7,0.188,7,2.8,7,12.8,7,7.9,7,31.3,1,1.6,4,1.8,4,10.6,6,28.0,2,3.4,3,1.9,5,5.4,3,0.142,3,4.3,1,-0.4,6,3.9,2,2.7,2,15.2,5,0.166,8,0.17,7,0.169,2,0.153,1,2.0,7,10.5,9,4.1,9
125,125,489,2024,Keegan Murray,5,SF,5,SAC,5,74.0,3,74.0,2,5.7,5,12.6,5,6.5,3,0.355,7,6.1,6,0.565,4,0.548,6,1.3,8,1.6,8,0.825,4,1.4,3,4.1,5,5.4,4,1.9,6,1.7,9,1.0,4,0.8,3,0.9,10,2.7,2,15.1,5,13.2,7,0.569,7,0.518,3,0.129,9,4.7,4,15.1,5,9.8,5,7.1,10,1.5,5,2.1,3,6.0,10,18.1,7,2.2,5,2.6,3,4.8,4,0.092,6,-0.5,7,-0.5,7,-1.0,7,0.6,7,17.2,3,0.144,8,0.151,8,0.112,4,0.075,4,8.6,2,25.5,4,10.2,4
126,126,498,2024,Andrew Nembhard,5,PG,5,IND,5,66.0,7,45.0,7,3.8,9,7.7,9,2.5,9,0.358,6,5.2,7,0.564,4,0.555,5,0.6,10,0.8,10,0.788,6,0.5,9,1.5,10,2.1,10,2.7,2,4.1,4,0.9,5,0.1,10,1.5,6,2.1,6,9.2,10,11.3,9,0.57,7,0.324,7,0.102,10,2.6,7,7.5,10,5.0,10,20.1,4,1.8,3,0.3,10,15.6,1,16.2,8,1.0,8,0.8,9,1.8,9,0.052,9,-1.7,9,-0.5,7,-2.3,9,-0.1,9,14.0,6,0.191,6,0.206,5,0.198,1,0.081,3,0.2,10,31.5,3,12.5,3
127,127,499,2024,Aaron Nesmith,5,SF,5,IND,5,70.0,5,45.0,7,4.4,8,8.9,8,4.7,6,0.42,1,4.2,9,0.573,3,0.603,1,1.4,8,1.9,8,0.771,7,0.9,5,2.9,8,3.8,7,1.7,7,1.5,9,0.9,5,0.7,3,0.9,10,3.4,1,12.2,7,12.7,8,0.626,2,0.53,3,0.21,7,3.8,5,12.7,7,8.3,6,6.8,10,1.6,4,2.0,4,8.6,9,16.2,8,2.4,5,1.4,8,3.8,6,0.093,6,-0.3,7,-0.2,5,-0.5,7,0.7,6,15.3,5,0.24,4,0.167,7,0.053,8,0.01,9,5.3,4,42.0,2,16.8,2
128,128,508,2024,Jusuf Nurkić,5,C,5,PHO,5,74.0,3,74.0,2,4.2,8,8.4,8,1.2,10,0.247,10,7.1,6,0.552,5,0.526,8,2.2,5,3.5,4,0.637,10,3.0,1,8.1,1,11.1,1,1.7,7,3.9,4,1.0,4,1.0,2,2.3,3,3.4,1,11.0,8,17.4,4,0.556,8,0.144,9,0.414,1,13.9,1,33.8,1,24.4,1,19.8,4,1.8,3,3.3,2,18.9,1,19.4,6,1.5,7,3.8,1,5.3,4,0.125,4,-1.1,8,1.9,1,0.8,5,1.4,5,6.6,10,0.505,1,0.309,2,0.031,9,0.011,9,10.0,2,9.0,9,3.5,9
129,129,513,2024,Royce O'Neale,5,SF,5,TOT,5,77.0,2,14.0,10,2.7,10,6.9,10,5.4,4,0.37,5,1.5,10,0.5,8,0.543,6,0.3,10,0.4,10,0.697,9,0.8,6,4.1,5,4.8,5,3.1,2,2.8,6,0.8,7,0.6,4,0.9,10,2.2,5,7.8,10,11.4,9,0.55,9,0.781,1,0.062,10,3.7,5,19.4,3,11.6,4,15.1,6,1.5,5,2.1,3,11.7,5,14.1,10,1.2,7,2.2,4,3.4,6,0.085,7,-0.9,8,1.1,2,0.2,5,1.0,6,21.7,1,0.11,10,0.087,10,0.019,10,0.004,10,0.8,9,16.7,6,6.7,6
130,130,518,2024,Onyeka Okongwu,5,C,5,ATL,5,55.0,9,8.0,10,4.1,8,6.6,10,1.3,10,0.333,8,5.4,7,0.676,1,0.642,1,1.7,7,2.1,7,0.793,6,2.6,2,4.2,4,6.8,3,1.6,8,1.3,10,0.5,10,1.1,2,0.8,10,2.9,2,10.2,9,16.8,4,0.674,1,0.189,9,0.318,3,11.7,1,20.2,3,15.8,2,7.2,9,0.9,10,3.8,1,9.8,8,13.8,10,3.4,3,1.0,9,4.3,5,0.149,2,0.1,6,-0.5,7,-0.4,7,0.6,7,6.8,10,0.559,1,0.233,4,0.014,10,0.005,10,24.4,1,73.9,1,29.5,1
131,131,519,2024,Isaac Okoro,5,SF,5,CLE,5,67.0,6,41.0,8,3.4,10,7.0,10,3.1,8,0.386,4,3.9,9,0.573,3,0.576,3,1.3,8,2.0,7,0.667,10,1.0,5,2.0,10,3.0,9,2.4,3,1.9,8,0.8,7,0.5,6,0.8,10,2.1,6,9.4,9,11.3,9,0.596,5,0.447,5,0.281,4,4.5,4,8.9,10,6.7,9,9.3,8,1.5,5,1.6,5,9.3,8,14.2,10,1.8,6,1.9,5,3.7,6,0.098,5,-1.9,9,0.8,3,-1.2,8,0.4,8,12.5,8,0.387,1,0.151,8,0.009,10,0.006,10,4.7,5,64.8,1,25.9,1
132,132,525,2024,Kelly Oubre Jr.,5,SF,5,PHI,5,66.0,7,50.0,7,5.7,5,12.9,5,4.8,6,0.312,9,8.2,4,0.519,7,0.5,9,2.5,5,3.3,4,0.751,8,1.4,3,3.6,6,5.0,5,1.2,9,1.5,9,1.2,2,0.7,3,1.3,7,2.9,2,15.5,5,13.6,7,0.536,10,0.368,6,0.259,5,5.4,3,14.1,6,9.7,5,7.4,9,1.9,2,2.1,3,8.2,10,22.5,5,0.4,9,2.3,4,2.7,8,0.064,8,-1.5,9,-0.8,8,-2.3,9,-0.1,9,12.3,8,0.309,2,0.235,4,0.07,7,0.018,8,12.1,2,30.3,3,12.1,3
133,133,526,2024,Chris Paul,5,PG,5,GSW,5,55.0,9,16.0,10,3.6,9,8.0,9,3.6,7,0.379,4,4.4,8,0.502,8,0.532,7,0.8,10,0.9,10,0.827,4,0.3,10,3.6,6,3.9,7,5.3,1,6.9,1,1.2,2,0.1,10,1.3,7,1.8,8,9.3,9,15.1,6,0.552,8,0.451,4,0.118,10,1.5,10,16.0,5,8.8,6,33.8,1,2.3,1,0.3,10,13.6,3,15.8,9,2.6,4,1.5,7,4.1,5,0.136,3,0.1,6,1.2,2,1.3,4,1.2,5,19.1,1,0.023,10,0.107,10,0.228,1,0.191,1,0.0,10,17.2,6,6.8,6
134,134,540,2024,Brandin Podziemski,5,SG,5,GSW,5,71.0,5,28.0,9,3.7,9,8.1,9,3.2,8,0.388,3,4.9,8,0.497,8,0.53,7,0.7,10,1.1,10,0.628,10,1.6,3,4.1,5,5.7,4,3.1,2,3.7,5,0.8,7,0.2,9,1.2,8,1.7,9,9.3,9,13.1,8,0.541,9,0.393,6,0.135,9,7.2,2,18.4,4,12.9,3,18.3,5,1.6,4,0.6,9,12.5,4,15.7,9,2.0,5,1.7,6,3.7,6,0.094,6,-0.4,7,0.4,4,0.0,6,0.9,6,13.8,6,0.185,7,0.324,1,0.066,7,0.031,7,0.8999999999999999,9,18.9,6,7.5,6
135,135,542,2024,Jakob Poeltl,5,C,5,TOR,5,50.0,9,50.0,7,5.0,6,7.6,9,0.0,10,,10,7.6,5,0.656,1,0.656,1,1.2,8,2.1,7,0.551,10,2.9,1,5.7,2,8.6,2,1.7,7,2.5,7,0.7,8,1.5,1,1.5,6,3.0,1,11.1,8,18.8,3,0.653,1,0.0,10,0.283,4,13.1,1,26.5,2,19.7,1,14.0,6,1.3,7,5.1,1,15.3,1,16.4,8,2.2,5,1.4,8,3.6,6,0.13,3,-0.3,7,1.0,2,0.7,5,0.9,6,3.9,10,0.545,1,0.349,1,0.106,4,0.0,10,7.3999999999999995,3,,10,0.2,10
136,136,546,2024,Jordan Poole,5,SG,5,WAS,5,78.0,1,66.0,4,6.3,4,15.2,3,7.2,2,0.326,9,8.0,4,0.492,9,0.491,10,2.5,5,2.8,5,0.877,2,0.4,9,2.3,10,2.7,10,1.8,6,4.4,4,1.1,3,0.3,8,2.4,3,3.1,1,17.4,4,12.1,9,0.529,10,0.476,4,0.185,8,1.6,9,9.1,10,5.2,10,21.4,4,1.7,3,0.9,8,12.8,3,26.6,3,-1.8,10,0.9,9,-0.9,10,-0.018,10,-2.1,10,-1.9,10,-4.0,10,-1.2,10,17.1,3,0.156,8,0.18,6,0.116,3,0.073,4,0.8,9,10.8,8,4.3,8
137,137,549,2024,Michael Porter Jr.,5,SF,5,DEN,5,79.0,1,79.0,1,6.5,4,13.3,4,6.8,2,0.401,2,6.5,6,0.576,3,0.589,2,1.1,9,1.4,9,0.832,4,1.3,4,5.7,2,7.1,3,1.4,9,1.5,9,0.5,10,0.6,4,1.1,9,1.8,8,16.8,4,15.8,5,0.605,3,0.514,3,0.102,10,5.3,4,21.7,2,13.7,3,6.6,10,0.9,10,1.7,5,7.5,10,20.9,6,3.1,3,2.9,2,6.0,3,0.114,4,1.4,4,-1.1,9,0.2,5,1.4,5,17.6,2,0.179,7,0.092,10,0.078,6,0.138,1,5.4,4,21.3,5,8.5,5
138,138,551,2024,Bobby Portis,5,PF,5,MIL,5,80.0,1,2.0,10,5.7,5,11.3,6,3.0,8,0.401,2,8.3,4,0.547,5,0.562,5,1.2,8,1.5,8,0.787,7,1.7,3,5.6,3,7.4,2,1.2,9,1.3,10,0.8,7,0.4,7,1.1,9,2.3,4,13.9,6,17.6,3,0.58,6,0.268,9,0.135,9,8.8,2,27.1,1,18.2,2,7.7,9,1.7,3,1.3,6,8.3,10,23.2,5,1.9,6,2.5,3,4.5,5,0.109,4,0.1,6,-0.9,8,-0.9,7,0.6,7,12.9,7,0.216,6,0.217,5,0.197,1,0.101,2,2.9000000000000004,6,41.699999999999996,2,16.6,2
139,139,552,2024,Kristaps Porziņģis,5,C,5,BOS,5,56.0,8,56.0,6,6.8,4,13.2,4,5.1,5,0.375,5,8.1,4,0.608,2,0.591,2,4.6,2,5.4,2,0.857,3,1.7,3,5.5,3,7.2,3,1.2,9,2.0,8,0.8,7,1.9,1,1.6,5,2.8,2,20.2,3,23.2,1,0.649,1,0.389,6,0.405,1,6.8,3,19.9,3,13.7,3,10.2,8,1.3,7,5.8,1,9.2,8,25.3,3,4.6,2,3.1,2,7.7,2,0.222,1,3.5,2,1.6,1,5.2,1,3.0,2,14.6,6,0.249,4,0.177,6,0.127,3,0.058,5,12.8,2,2.4,10,0.9,10
140,140,555,2024,Norman Powell,5,SG,5,LAC,5,75.0,2,3.0,10,4.9,7,10.1,7,5.1,5,0.438,1,5.1,8,0.537,5,0.597,2,1.9,6,2.3,6,0.831,4,0.2,10,2.4,9,2.6,10,1.2,9,1.1,10,0.6,9,0.3,8,0.9,10,1.8,8,14.0,6,14.0,7,0.629,2,0.501,3,0.226,6,1.1,10,10.9,9,6.2,9,5.9,10,1.1,9,1.0,7,7.3,10,20.3,6,2.8,4,1.1,9,3.9,5,0.096,5,0.5,5,-1.2,9,-0.8,7,0.6,7,16.4,3,0.145,8,0.212,5,0.092,5,0.051,5,2.4,7,32.0,3,12.8,3
141,141,558,2024,Taurean Prince,5,PF,5,LAL,5,76.0,2,49.0,7,3.3,10,7.3,10,4.6,6,0.393,3,2.8,10,0.526,7,0.565,4,0.6,10,0.9,10,0.727,9,0.3,10,2.7,9,3.0,9,1.8,6,1.6,9,0.8,7,0.5,6,0.9,10,1.9,7,8.9,10,8.9,10,0.578,6,0.625,1,0.118,10,1.2,10,11.4,8,6.6,9,7.3,9,1.3,7,1.5,6,10.7,6,13.9,10,0.1,9,1.6,6,1.7,9,0.04,10,-2.7,10,-0.1,5,-2.8,10,-0.4,10,17.9,2,0.124,9,0.167,7,0.061,8,0.023,8,1.4000000000000001,8,41.3,2,16.5,2
142,142,563,2024,Immanuel Quickley,5,PG-SG,5,TOT,5,67.0,6,37.0,8,5.7,5,13.2,4,6.4,3,0.394,3,6.8,6,0.473,10,0.53,7,3.1,3,3.6,4,0.851,3,0.3,10,3.6,6,3.8,7,3.3,1,4.9,3,0.7,8,0.1,10,1.5,6,1.7,9,17.0,4,16.8,4,0.577,6,0.482,4,0.273,4,1.0,10,15.0,5,7.9,7,24.6,3,1.3,7,0.5,10,9.0,9,24.1,4,3.4,3,1.2,8,4.6,4,0.112,4,2.2,3,-0.9,8,1.3,4,1.7,4,16.8,3,0.114,10,0.224,4,0.126,3,0.053,5,0.6,9,18.5,6,7.4,6
143,143,569,2024,Julius Randle,5,PF,5,NYK,5,46.0,10,46.0,7,8.6,2,18.2,2,5.3,4,0.311,9,12.9,1,0.539,5,0.518,8,5.1,1,6.6,1,0.781,7,2.2,2,7.0,1,9.2,1,1.4,9,5.0,3,0.5,10,0.3,8,3.5,1,2.7,2,24.0,2,18.9,3,0.569,7,0.292,8,0.361,2,7.4,2,24.4,2,15.9,2,22.9,3,0.8,10,0.7,9,14.1,2,30.1,1,1.8,6,1.9,5,3.7,6,0.108,5,2.2,3,-0.2,5,2.0,3,1.6,4,11.7,8,0.266,3,0.291,2,0.115,4,0.037,7,3.2,6,14.799999999999999,7,5.8,7
144,144,571,2024,Austin Reaves,5,SG,5,LAL,5,80.0,1,55.0,6,5.6,5,11.5,6,5.1,5,0.363,6,6.4,6,0.578,3,0.563,5,2.9,4,3.4,4,0.859,2,0.7,7,3.7,6,4.4,6,2.7,2,5.6,2,0.8,7,0.3,8,2.1,3,1.8,8,15.8,5,15.4,6,0.61,3,0.443,5,0.292,4,2.8,7,13.1,7,8.2,6,23.8,3,1.2,8,0.7,9,14.1,2,20.5,6,3.5,3,1.9,5,5.4,3,0.1,5,0.8,5,-0.4,6,0.4,5,1.5,4,16.1,4,0.178,7,0.192,6,0.121,3,0.065,5,1.3,8,14.499999999999998,7,5.7,7
145,145,574,2024,Naz Reid,5,C,5,MIN,5,79.0,1,14.0,10,5.0,6,10.5,7,5.0,5,0.415,1,5.5,7,0.533,6,0.576,3,1.3,8,1.8,8,0.729,9,0.9,5,4.3,4,5.3,4,1.0,10,1.3,10,0.8,7,0.9,2,1.3,7,2.1,6,13.4,7,16.2,5,0.593,5,0.478,4,0.168,8,5.0,4,21.2,3,13.5,3,8.3,9,1.6,4,3.3,2,10.5,7,23.3,5,1.0,8,3.7,1,4.7,4,0.117,4,0.5,5,1.1,2,1.6,4,1.7,4,14.5,6,0.211,6,0.274,3,0.036,9,0.001,10,5.0,4,27.900000000000002,4,11.1,4
146,146,576,2024,Nick Richards,5,C,5,CHO,5,67.0,6,51.0,6,3.9,8,5.6,10,0.0,10,0.0,10,5.6,7,0.693,1,0.691,1,2.0,6,2.7,6,0.737,8,2.6,2,5.5,3,8.0,2,0.7,10,0.8,10,0.4,10,1.1,2,1.1,9,2.6,3,9.7,9,16.6,4,0.717,1,0.003,10,0.476,1,11.4,1,25.7,2,18.3,2,4.5,10,0.7,10,3.9,1,13.8,3,13.4,10,3.5,3,1.5,7,5.0,4,0.136,3,-1.6,9,-0.7,7,-2.3,9,-0.1,9,3.1,10,0.684,1,0.245,3,0.059,8,0.011,9,35.4,1,0.0,10,0.3,10
147,147,577,2024,Josh Richardson,5,SG,5,MIA,5,43.0,10,6.0,10,3.6,9,8.1,9,4.4,6,0.347,8,3.7,9,0.561,4,0.539,6,1.2,8,1.3,9,0.944,1,0.4,9,2.4,9,2.8,10,3.0,2,2.4,7,0.6,9,0.3,8,0.8,10,1.8,8,9.9,9,11.5,9,0.573,7,0.548,2,0.156,9,2.0,8,11.8,8,6.8,8,13.9,6,1.1,9,1.2,7,8.9,9,16.6,8,0.9,8,1.2,8,2.0,9,0.087,6,-1.4,9,0.0,5,-1.4,8,0.2,8,17.9,2,0.118,9,0.159,8,0.101,4,0.075,4,2.3,7,22.6,5,9.0,5
148,148,578,2024,Duncan Robinson,5,SF,5,MIA,5,68.0,6,36.0,8,4.5,8,9.9,7,7.0,2,0.395,3,3.0,10,0.579,2,0.589,2,1.2,8,1.3,9,0.889,1,0.2,10,2.3,10,2.5,10,2.0,5,2.8,6,0.7,8,0.2,9,1.4,7,2.4,4,12.9,7,12.2,9,0.612,3,0.701,1,0.133,9,1.0,10,10.4,9,5.6,10,15.2,6,1.2,8,0.8,8,11.7,5,19.2,6,1.4,7,1.9,5,3.4,6,0.085,7,-0.5,7,-0.4,6,-1.0,7,0.5,7,19.6,1,0.121,9,0.144,9,0.027,10,0.007,10,0.4,9,22.2,5,8.8,5
149,149,580,2024,Mitchell Robinson,5,C,5,NYK,5,28.0,10,21.0,10,2.4,10,4.2,10,0.0,10,,10,4.2,9,0.559,4,0.559,5,0.8,10,2.0,7,0.368,10,4.7,1,4.2,4,8.9,2,0.7,10,0.6,10,1.3,1,1.2,1,0.9,10,1.8,8,5.5,10,15.5,6,0.535,10,0.0,10,0.483,1,22.4,1,20.1,3,21.2,1,3.3,10,2.6,1,4.3,1,14.9,2,10.1,10,0.8,8,1.2,8,2.1,8,0.138,3,-0.6,7,0.6,3,-0.1,6,0.4,8,1.0,10,0.932,1,0.068,10,0.0,10,0.0,10,41.5,1,,10,0.4,10
150,150,590,2024,Terry Rozier,5,PG-SG,5,TOT,5,61.0,8,60.0,5,7.2,3,16.4,2,6.7,3,0.363,6,9.6,3,0.498,8,0.518,8,2.8,4,3.2,4,0.869,2,0.6,8,3.5,6,4.0,7,3.3,1,5.6,2,1.0,4,0.3,8,1.7,5,1.7,9,19.8,3,17.3,4,0.555,8,0.411,5,0.198,7,2.0,8,12.9,7,7.4,8,27.5,2,1.6,4,1.0,7,8.9,9,26.1,3,2.0,5,1.6,6,3.6,6,0.084,7,2.1,3,-0.7,7,1.5,4,1.8,4,15.2,5,0.16,8,0.224,4,0.112,4,0.092,2,0.2,10,28.000000000000004,4,11.1,4
151,151,595,2024,D'Angelo Russell,5,PG,5,LAL,5,74.0,3,67.0,4,6.5,4,14.3,4,7.2,2,0.417,1,7.1,6,0.498,8,0.562,5,2.1,6,2.6,6,0.826,4,0.4,9,2.8,8,3.1,9,3.0,2,6.3,1,0.9,5,0.5,6,2.1,3,2.0,7,18.2,4,16.2,5,0.59,5,0.501,3,0.18,8,1.5,10,9.7,10,5.8,10,27.7,2,1.3,7,1.2,7,11.9,5,23.4,4,2.9,4,1.7,6,4.6,4,0.091,6,1.8,3,-0.8,8,0.9,4,1.8,4,17.3,2,0.109,10,0.208,5,0.116,3,0.066,4,0.1,10,12.3,8,4.9,8
152,152,597,2024,Domantas Sabonis,5,C,5,SAC,5,79.0,1,79.0,1,7.7,3,13.0,4,1.0,10,0.378,4,12.0,2,0.612,2,0.608,1,3.6,3,5.1,2,0.701,9,3.6,1,10.1,1,13.8,1,2.5,3,8.2,1,0.9,5,0.6,4,3.3,1,3.1,1,19.4,3,23.1,1,0.636,1,0.08,10,0.39,1,11.8,1,35.2,1,23.1,1,34.0,1,1.2,8,1.6,5,17.9,1,22.3,5,7.6,1,4.0,1,11.6,1,0.197,1,4.0,2,2.5,1,6.5,1,6.1,1,6.1,10,0.457,1,0.363,1,0.072,7,0.028,7,11.4,2,6.1,9,2.4,9
153,153,606,2024,Dennis Schröder,5,PG,5,TOT,5,80.0,1,58.0,5,5.0,6,11.6,6,4.6,6,0.375,5,7.0,6,0.474,10,0.509,9,2.2,5,2.7,6,0.836,3,0.5,9,2.5,9,3.0,9,3.2,1,6.1,2,0.8,7,0.2,9,1.9,4,2.1,6,14.0,6,13.3,7,0.55,9,0.397,6,0.23,6,1.8,9,10.0,9,5.8,10,27.9,2,1.3,7,0.6,9,13.0,3,20.5,6,2.0,5,1.0,9,3.0,7,0.058,9,-0.5,7,-1.3,9,-1.8,8,0.1,8,15.2,5,0.193,6,0.173,7,0.148,2,0.09,3,0.0,10,16.8,6,6.7,6
